,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
21,44003.51389,4.56E+18,11,4,37.95,20,20,2,22,22,15,80951,38.8881,-104.6556,525713,22,33733,22,1371817242,39.844711,-103.975632,0
22,44003.51389,4.56E+12,21,3,1.74,21,21,1,23,23,16,45331,40.0987,-84.6342,22930,23,26263,23,1371817257,40.117116,-84.175021,0
23,44003.51458,2.13E+14,22,3,6.02,22,22,2,24,24,17,54487,45.4963,-89.7273,9594,24,35757,24,1371817306,45.47444,-89.539774,0
24,44003.51458,3.73E+14,23,5,9.87,23,23,2,25,25,5,48438,42.9147,-83.4845,6951,25,31216,25,1371817307,43.702833,-83.750248,0
25,44003.51597,6.01E+15,24,6,47.06,24,24,2,26,26,6,94015,37.6787,-122.478,107941,26,33515,26,1371817388,38.048242,-123.12568,0
26,44003.51597,6.01E+15,25,1,1.7,13,21,1,27,27,18,5155,43.1699,-72.8515,828,27,21062,27,1371817389,42.390565,-71.932418,0
27,44003.51597,3.58E+15,26,0,2.17,25,25,1,28,28,19,72354,35.6069,-90.3359,2470,28,25117,28,1371817433,36.581541,-89.680517,0
28,44003.51667,3.50E+15,27,3,6.21,26,26,2,29,29,9,77358,30.5354,-95.4532,4993,29,17867,29,1371817451,31.432355,-95.537859,0
29,44003.51667,1.80E+14,28,0,24.44,27,27,2,30,30,3,10162,40.7699,-73.9511,1577385,30,21183,30,1371817456,40.951475,-74.065226,0
30,44003.51736,3.80E+14,29,0,176.23,28,28,1,31,31,10,40056,38.3039,-85.4834,3263,31,11017,31,1371817509,38.585316,-86.108185,0
31,44003.51806,1.80E+14,30,7,134.39,27,29,2,32,32,20,7060,40.6152,-74.415,71485,32,27229,32,1371817570,40.196876,-74.407686,0
32,44003.51806,4.30E+15,31,0,19.03,29,30,1,33,33,21,50421,42.8511,-93.62,3032,33,23597,33,1371817573,42.322809,-94.363655,0
33,44003.51806,1.80E+14,32,8,210.36,30,31,2,34,34,17,53801,42.9207,-91.0685,878,34,27353,34,1371817583,42.736666,-90.09971,0
34,44003.51806,1.80E+14,33,7,52.81,31,32,2,35,35,22,21102,39.6747,-76.8941,11751,35,23422,35,1371817585,39.289186,-77.113659,0
35,44003.51806,6.52E+15,10,6,82.32,32,33,1,36,36,23,39665,31.6453,-90.1801,1196,36,21347,36,1371817586,31.422908,-90.012124,0
36,44003.51875,4.68E+15,34,0,26.31,15,34,1,37,37,6,90250,33.9143,-118.3493,93193,37,34808,37,1371817628,33.949418,-117.610248,0
37,44003.51875,5.02E+11,35,4,134.6,33,35,2,38,38,12,35903,33.9845,-85.9077,67082,38,25576,38,1371817642,34.727266,-86.883794,0
38,44003.51875,6.01E+15,35,4,36.72,10,36,1,39,39,12,35229,33.4629,-86.7904,493806,39,29414,39,1371817660,32.761156,-85.903113,0
39,44003.51875,2.13E+14,36,8,105.78,34,37,1,40,40,21,52576,41.2001,-92.1354,568,16,25408,40,1371817674,41.214609,-92.226244,0
40,44003.51944,2.71E+15,37,7,39.95,35,38,2,41,41,13,70808,30.4066,-91.1468,378909,40,28178,41,1371817686,30.382414,-90.923894,0
41,44003.51944,5.04E+11,38,7,47.81,36,39,1,42,42,9,78248,29.5894,-98.5201,1595797,41,27756,42,1371817703,30.50995,-99.374201,0
42,44003.51944,6.76E+11,39,4,18.96,9,40,1,43,43,5,48034,42.4969,-83.2911,75830,42,27391,43,1371817719,42.186473,-84.041557,0
43,44003.52014,4.78E+12,40,8,46.67,33,41,2,44,44,24,67556,38.5957,-99.554,320,43,22393,44,1371817765,39.456658,-99.569786,0
44,44003.52014,3.76E+14,41,4,30.59,37,42,1,45,45,9,76566,31.4841,-97.9903,258,44,16055,45,1371817767,32.053228,-97.160999,0
45,44003.52014,3.03E+13,42,7,3.94,38,43,2,46,46,25,61454,40.6761,-91.0391,725,45,26631,46,1371817770,40.922923,-91.977219,0
46,44003.52014,6.01E+15,43,7,84.11,39,44,1,47,47,22,21790,39.2667,-77.5101,100,46,29200,47,1371817773,39.535382,-77.064747,0
47,44003.52014,4.11E+18,44,4,31.19,40,45,2,48,48,23,38778,33.5567,-90.5451,1686,47,31722,48,1371817776,33.693106,-89.594744,0
48,44003.52014,6.76E+11,45,6,4.91,41,46,2,49,49,20,7439,41.0767,-74.5982,2456,48,34406,49,1371817786,41.061214,-73.997981,0
49,44003.52014,3.77E+14,46,1,5.36,42,47,2,50,50,26,63665,37.3272,-91.0243,241,49,27329,50,1371817796,38.211238,-90.421871,0
50,44003.52083,6.01E+15,47,7,80.5,43,48,1,51,51,27,4616,44.2541,-68.5565,824,50,27335,51,1371817819,44.95902,-69.150254,0
51,44003.52083,3.52E+15,48,8,49.57,44,49,2,52,52,6,95537,40.7268,-124.2174,276,51,10719,52,1371817819,40.535495,-123.900519,0
52,44003.52083,5.71E+11,49,8,79.51,11,11,1,12,12,11,82514,43.0048,-108.8964,1645,12,27816,53,1371817828,43.143727,-109.338705,0
53,44003.52083,6.01E+15,50,1,34.17,45,42,2,53,53,26,65072,38.2911,-92.7059,1847,52,32442,54,1371817839,38.420616,-92.942305,0
54,44003.52153,4.12E+15,51,7,9.75,46,50,2,54,54,4,34953,27.2625,-80.3793,181438,53,12497,55,1371817879,26.708918,-79.679105,0
55,44003.52153,4.86E+18,52,0,68.88,47,51,1,55,55,18,5654,44.1554,-72.4847,970,54,34241,56,1371817883,43.760065,-72.192128,0
56,44003.52153,4.60E+18,53,7,30.73,27,52,2,56,56,28,38079,36.3846,-89.4649,5577,55,23741,57,1371817892,36.312953,-89.938402,0
57,44003.52222,5.62E+11,54,7,63.27,12,53,2,57,57,29,20036,38.9087,-77.0414,601723,21,31485,58,1371817955,39.417666,-76.627816,0
58,44003.52222,2.23E+15,55,8,121.46,48,54,2,58,58,4,33760,27.9004,-82.7152,172247,56,29150,59,1371817956,27.482301,-83.200829,0
59,44003.52222,2.30E+15,56,9,9.23,49,55,2,59,59,3,11217,40.6816,-73.9798,2504700,57,36404,60,1371817959,41.49385,-74.258146,0
60,44003.52222,3.67E+13,57,4,8.86,33,56,2,60,60,30,85173,33.2887,-111.0985,2872,58,32078,61,1371817970,32.390381,-111.567332,0
61,44003.52222,2.13E+14,58,7,55.53,50,57,1,61,61,6,91206,34.1556,-118.2322,172817,59,30162,62,1371817971,33.623691,-118.424568,0
62,44003.52292,3.57E+15,59,1,2.61,51,58,1,62,62,3,12534,42.247,-73.7552,17867,60,36005,63,1371818001,41.502652,-73.721972,0
63,44003.52292,4.99E+12,41,4,1.93,13,13,1,14,14,3,12575,41.4575,-74.1659,2258,14,13591,64,1371818010,40.857733,-73.447974,0
64,44003.52292,2.13E+14,55,8,20.03,52,59,2,63,63,11,82901,41.606,-109.23,27971,61,30895,65,1371818011,41.899218,-108.428107,0
65,44003.52292,4.51E+15,60,5,7.93,53,60,2,64,64,7,57036,43.2893,-97.1904,811,62,26386,66,1371818025,43.795359,-96.833415,0
66,44003.52292,3.00E+13,61,0,20.4,54,61,2,65,65,4,33967,26.4722,-81.8122,224256,13,31288,67,1371818038,26.674733,-82.009233,0
67,44003.52361,3.50E+15,62,1,181.87,26,26,2,29,29,9,77358,30.5354,-95.4532,4993,29,17867,68,1371818047,31.152375,-95.272196,0
68,44003.52361,4.71E+18,63,7,30.72,55,62,1,66,66,31,59542,48.8328,-108.3961,192,63,23380,69,1371818075,48.456992,-107.518067,0
69,44003.52431,4.65E+15,55,8,129.58,53,63,2,67,67,10,42171,37.0581,-86.1938,6841,64,36317,70,1371818155,36.192355,-85.869963,0
70,44003.52431,4.96E+18,64,4,5.13,56,64,1,68,68,20,7208,40.6747,-74.2239,124967,65,29576,71,1371818155,41.131668,-75.188408,0
71,44003.525,3.59E+15,65,5,189.99,57,49,2,69,69,19,72011,34.5091,-92.4828,4074,51,27748,72,1371818177,34.44252,-92.264081,0
72,44003.52569,4.76E+12,66,9,5.37,58,5,1,70,70,9,75048,32.9643,-96.6012,20328,66,31218,73,1371818223,32.071768,-96.748077,0
73,44003.52569,3.54E+15,28,0,6.04,59,65,1,71,71,32,56029,43.5089,-93.4824,744,67,24865,74,1371818279,44.388218,-93.400188,0
74,44003.52639,3.02E+13,67,6,15.49,60,66,1,72,72,17,53061,43.9446,-88.0911,5196,68,28512,75,1371818284,43.52303,-88.132231,0
75,44003.52639,1.80E+14,68,9,4.94,15,67,1,73,73,4,33710,27.7898,-82.7243,341043,69,32567,76,1371818285,28.669762,-82.456744,0
76,44003.52639,4.15E+15,69,0,74.52,61,68,1,74,74,8,15324,40.1008,-80.0652,632,70,32606,77,1371818302,40.067362,-80.213927,0
77,44003.52708,3.58E+15,70,5,4.4,62,66,2,75,75,33,73564,34.847,-98.9836,551,71,25838,78,1371818350,34.858369,-98.135879,0
78,44003.52708,3.58E+15,71,7,71.68,63,69,2,76,76,26,64019,38.7897,-93.8702,2368,72,32706,79,1371818365,39.485253,-92.983354,0
79,44003.52708,3.55E+15,47,7,33.97,64,21,2,77,77,34,98238,48.34,-122.3456,85,73,30926,80,1371818382,49.031436,-122.865744,0
80,44003.52708,3.75E+14,72,6,20.87,43,70,1,78,78,35,26237,38.8564,-80.158,571,74,24731,81,1371818384,38.416893,-79.24534,0
81,44003.52708,4.43E+12,64,4,19.41,65,71,2,79,79,36,88355,33.3305,-105.6933,8874,75,36754,82,1371818385,33.775701,-106.03686,0
82,44003.52708,3.72E+14,73,0,21.57,66,26,1,80,80,3,13425,42.9576,-75.4838,1970,76,18058,83,1371818389,42.541989,-75.057743,0
83,44003.52708,6.01E+15,74,6,19.06,10,36,1,39,39,12,35229,33.4629,-86.7904,493806,39,29414,84,1371818394,33.936769,-86.762376,0
84,44003.52708,6.76E+11,75,6,60.07,67,72,1,81,81,5,49629,44.8955,-85.4082,2223,77,31430,85,1371818396,45.877554,-85.362472,0
85,44003.52778,4.17E+15,36,8,15.8,68,73,1,82,82,20,7750,40.333,-73.9809,3279,78,28768,86,1371818432,41.186828,-74.811464,0
86,44003.52778,6.01E+15,76,2,2.01,69,74,1,83,83,37,1535,42.2665,-72.0821,4680,79,31505,87,1371818433,42.127625,-71.635136,0
87,44003.52778,4.22E+18,77,8,75.24,50,75,1,84,84,16,45051,39.0965,-84.6431,177,41,27179,88,1371818436,39.417127,-84.959324,0
88,44003.52778,6.76E+11,78,6,56.3,21,76,1,85,85,38,68438,40.6267,-96.7456,142,80,24708,89,1371818445,41.41602,-95.774493,0
89,44003.52847,6.30E+11,79,8,5.95,70,77,1,86,86,35,24927,38.388,-79.9906,365,81,25641,90,1371818494,38.665727,-80.435349,0
90,44003.52917,4.71E+15,80,0,19.73,71,78,1,87,87,19,72524,35.8184,-91.3375,376,82,14131,91,1371818527,34.871462,-91.496576,0
91,44003.52917,3.02E+13,81,6,128.33,60,66,1,72,72,17,53061,43.9446,-88.0911,5196,68,28512,92,1371818531,43.051363,-87.799946,0
92,44003.52917,3.77E+14,82,4,136.16,72,79,2,88,88,35,25442,39.3716,-77.8229,1925,83,24152,93,1371818549,39.544819,-76.943965,0
93,44003.52986,4.29E+15,83,0,16.8,71,80,2,89,89,1,29809,33.413,-81.69,2206,84,31777,94,1371818587,33.647548,-80.75383,0
94,44003.52986,1.80E+14,84,4,113.89,65,81,2,90,90,5,49259,42.3703,-84.2485,2523,85,32223,95,1371818589,42.225874,-83.540129,0
95,44003.52986,6.01E+15,60,5,37.14,54,37,2,91,91,19,72042,34.2853,-91.3336,5161,86,34067,96,1371818594,35.026522,-90.444442,0
96,44003.52986,5.50E+15,85,6,16.06,72,82,1,92,92,16,44223,41.1464,-81.5107,47772,87,24111,97,1371818638,40.312539,-81.654015,0
97,44003.53056,6.01E+15,86,5,1.01,73,47,2,93,93,39,23937,36.9688,-78.5615,1970,88,31292,98,1371818652,37.901707,-79.52365,0
98,44003.53056,3.75E+14,87,8,6.98,29,83,1,94,94,5,48174,42.2203,-83.3583,31515,89,26242,99,1371818669,42.964421,-83.670351,0
99,44003.53125,4.50E+12,88,7,31.88,74,84,1,95,95,22,21865,38.2833,-75.8465,470,90,23839,100,1371818723,38.215956,-75.272334,0
100,44003.53125,6.59E+15,89,1,242.35,41,85,2,96,96,8,19154,40.0897,-74.9781,1526206,16,26442,101,1371818748,39.151823,-75.035003,0
101,44003.53194,4.40E+18,90,1,20.66,75,86,2,97,97,38,68859,41.4972,-98.7858,509,91,29479,102,1371818768,41.103974,-98.4845,0
102,44003.53194,3.06E+13,91,4,127.76,69,30,1,98,98,12,36344,31.086,-85.7192,5732,92,16778,103,1371818776,31.361379,-85.084231,0
103,44003.53194,6.01E+15,75,6,4.24,45,42,2,53,53,26,65072,38.2911,-92.7059,1847,52,32442,104,1371818783,38.40991,-92.002267,0
104,44003.53194,4.56E+12,92,7,28.51,29,87,1,99,99,36,87035,34.9889,-106.0609,7268,93,32359,105,1371818804,35.342658,-106.334921,0
105,44003.53194,4.12E+15,93,4,29.39,76,88,2,100,100,25,61530,40.7152,-89.2706,6713,94,16668,106,1371818810,41.415532,-89.517881,0
106,44003.53194,4.81E+18,94,5,5.85,77,56,2,101,101,26,64874,36.7651,-94.0492,760,95,31290,107,1371818814,37.191244,-94.746417,0
107,44003.53264,4.19E+15,69,0,12.64,78,46,2,102,102,16,43102,39.6251,-82.7552,4512,96,33880,108,1371818841,39.66641,-83.562243,0
108,44003.53264,6.76E+11,95,5,9.63,79,89,2,103,103,9,77412,29.6047,-96.5249,106,97,30521,109,1371818855,29.472265,-96.14221,0
109,44003.53264,4.13E+18,96,1,18.02,80,26,2,104,104,9,75858,31.3833,-95.0619,43,98,18175,110,1371818856,30.950957,-94.108481,0
110,44003.53264,4.68E+12,97,2,2.54,74,49,1,105,105,28,37132,35.8596,-86.421,158701,99,28555,111,1371818868,36.333062,-86.086992,0
111,44003.53264,3.52E+15,98,9,9.17,81,2,2,106,106,12,36758,32.6176,-86.9475,1412,100,25892,112,1371818877,32.678558,-87.272214,0
112,44003.53333,4.59E+18,99,7,26.03,82,90,2,107,107,25,60958,41.0646,-87.5917,2135,101,38115,113,1371818894,42.013548,-88.039021,0
113,44003.53333,6.01E+15,100,1,46.81,38,91,2,108,108,33,73754,36.385,-98.0727,1078,102,19181,114,1371818895,37.019405,-97.388758,0
114,44003.53333,3.58E+15,101,7,61.44,33,74,2,109,109,30,85020,33.5623,-112.0559,1312922,103,29883,115,1371818903,33.914314,-111.576584,0
115,44003.53333,3.02E+13,102,5,68.51,72,86,2,110,110,9,75452,33.4044,-96.2238,4090,104,28207,116,1371818937,32.852509,-95.443675,0
116,44003.53403,3.54E+15,103,6,57.53,83,92,1,111,111,27,3905,43.0976,-70.7121,1780,105,30337,117,1371818941,42.526152,-70.524338,0
117,44003.53403,2.13E+14,21,3,2.3,53,93,2,112,112,27,4226,44.6084,-70.6993,190,106,25675,118,1371818982,43.70784,-71.15595,0
118,44003.53472,3.69E+13,104,0,28.74,84,94,2,113,113,40,83646,43.6498,-116.4306,84106,107,25975,119,1371819038,43.84533,-116.859776,0
119,44003.53542,2.72E+15,74,6,1.92,85,95,1,114,114,27,4287,44.0575,-69.9656,3224,108,35664,120,1371819086,44.191357,-70.730185,0
120,44003.53542,4.58E+18,105,5,3.37,41,96,2,115,115,9,75218,32.8463,-96.6972,1263321,82,27500,121,1371819094,32.422918,-96.070476,0
121,44003.53542,4.54E+18,106,1,22.42,5,70,1,116,116,36,87533,35.9866,-106.0654,18408,109,26498,122,1371819105,36.955738,-105.798176,0
122,44003.53611,3.52E+15,107,0,12.33,86,97,2,117,117,9,75092,33.6372,-96.6184,46563,83,25822,123,1371819166,34.17475,-96.873112,0
123,44003.53681,3.55E+15,20,3,6.85,87,98,1,118,118,9,76008,32.7004,-97.6039,13602,110,30868,124,1371819228,33.268393,-98.42305,0
124,44003.53681,3.53E+15,108,7,80.8,88,99,1,119,119,38,68463,40.8731,-96.1528,1517,70,18940,125,1371819238,41.056503,-96.593249,0
125,44003.5375,4.90E+12,109,5,5.61,89,21,1,120,120,6,90650,33.9056,-118.0818,105549,111,26929,126,1371819255,34.154574,-117.853243,0
126,44003.5375,3.89E+13,95,5,7.47,90,71,2,121,121,16,45622,39.3543,-82.503,321,112,29030,127,1371819268,39.087656,-82.268046,0
127,44003.5375,3.55E+15,110,7,43.47,91,64,1,122,122,5,49613,44.5232,-86.2061,680,113,24462,128,1371819284,43.621152,-85.447931,0
128,44003.5375,3.78E+14,111,0,8.32,27,100,2,123,123,41,97403,44.0385,-123.0614,191096,114,23473,129,1371819292,43.046296,-122.689361,0
129,44003.5375,3.51E+15,1,0,37,82,56,2,124,124,7,57340,43.7588,-97.8712,355,115,20266,130,1371819295,44.398989,-97.772526,0
130,44003.53819,2.30E+15,112,6,9.76,49,55,2,59,59,3,11217,40.6816,-73.9798,2504700,57,36404,131,1371819310,41.402386,-73.167331,0
131,44003.53819,6.30E+11,37,7,75.99,92,101,1,125,125,6,93627,36.4992,-120.0936,123,116,26702,132,1371819314,35.884509,-120.349641,0
132,44003.53819,3.76E+14,113,4,26.54,93,97,2,126,126,38,69165,41.1558,-101.136,1789,117,29993,133,1371819319,41.1231,-101.207306,0
133,44003.53819,4.68E+12,114,3,558.03,29,102,1,127,127,13,70531,30.251,-92.5002,1261,118,26481,134,1371819319,30.87087,-92.873036,0
134,44003.53819,4.50E+18,115,7,5.26,94,63,2,128,128,4,33811,27.9865,-82.0139,237282,119,29039,135,1371819321,28.642801,-82.701559,0
135,44003.53889,4.26E+12,116,7,46.33,95,21,2,129,129,24,67545,38.1485,-98.6408,215,120,25164,136,1371819366,38.908427,-99.275548,0
136,44003.53958,6.30E+11,117,8,19.3,78,103,2,130,130,35,26292,39.1505,-79.503,836,121,29827,137,1371819464,39.097309,-79.398315,0
137,44003.53958,3.49E+14,14,4,49.77,96,104,2,131,131,38,68950,40.4542,-98.6538,331,122,18494,138,1371819472,39.723854,-98.16341,0
138,44003.53958,3.59E+15,118,1,109.54,97,105,2,132,132,21,51006,42.3327,-95.6045,1075,123,35432,139,1371819476,42.079377,-96.459033,0
139,44003.54028,6.54E+15,119,8,48.05,17,19,2,20,20,8,16114,41.3851,-80.1752,606,20,35695,140,1371819487,41.928491,-80.004966,0
140,44003.54028,4.26E+12,9,6,7.25,98,106,2,133,133,10,41812,37.2409,-82.7696,230,124,35646,141,1371819522,36.578865,-83.087049,0
141,44003.54028,4.19E+12,120,1,145.44,99,107,1,134,134,12,35131,33.7367,-86.1619,4159,125,35829,142,1371819529,33.315422,-85.538494,0
142,44003.54097,3.71E+14,121,8,173.09,100,108,1,135,135,14,31771,31.2462,-83.6549,5666,126,37878,143,1371819576,32.024134,-84.370346,0
143,44003.54097,2.23E+15,122,4,42.21,48,54,2,58,58,4,33760,27.9004,-82.7152,172247,56,29150,144,1371819583,28.51525,-81.9264,0
144,44003.54167,5.46E+15,123,3,4.13,101,109,2,136,136,8,16048,41.0472,-79.8089,139,127,19869,145,1371819607,42.039551,-80.43667,0
145,44003.54167,3.56E+15,124,6,8.57,102,110,1,137,137,9,77566,29.0393,-95.4401,28739,128,36521,146,1371819647,28.984465,-95.201668,0
146,44003.54236,4.65E+15,16,5,2.6,53,63,2,67,67,10,42171,37.0581,-86.1938,6841,64,36317,147,1371819665,37.768096,-85.96479,0
147,44003.54236,4.65E+15,125,10,7.01,53,63,2,67,67,10,42171,37.0581,-86.1938,6841,64,36317,148,1371819676,37.330453,-86.371893,0
148,44003.54236,6.59E+15,126,9,32.82,12,12,2,13,13,4,33470,26.7383,-80.276,26551,13,28129,149,1371819689,27.22974,-79.854819,0
149,44003.54236,4.99E+12,127,6,6.96,103,111,1,138,138,22,21524,39.6967,-78.8031,626,88,22263,150,1371819696,39.373197,-78.936159,0
150,44003.54236,3.52E+15,128,5,1.8,104,112,2,139,139,16,45150,39.1657,-84.233,31394,129,35381,151,1371819717,39.718638,-83.508406,0
151,44003.54236,4.71E+18,129,7,63.92,55,62,1,66,66,31,59542,48.8328,-108.3961,192,63,23380,152,1371819719,48.593996,-109.34164,0
152,44003.54306,6.39E+11,65,5,3.93,105,97,2,140,140,3,13647,44.6087,-74.9732,69,130,33394,153,1371819754,44.838244,-73.999716,0
153,44003.54375,3.52E+15,130,4,49.07,13,113,1,141,141,35,24983,37.5802,-80.5248,2443,131,15265,154,1371819791,37.234253,-80.919841,0
154,44003.54444,3.57E+15,131,6,9.44,41,114,2,142,142,9,76951,31.8351,-101.0017,1143,29,22724,155,1371819851,31.58089,-100.124515,0
155,44003.54514,5.58E+15,77,8,67.9,106,115,1,143,143,8,15480,39.9961,-79.7678,1946,132,33045,156,1371819919,39.405308,-80.276368,0
156,44003.54514,4.30E+15,132,6,2.89,9,71,1,144,144,5,49440,43.2326,-86.2492,128715,109,34844,157,1371819920,42.771404,-86.007649,0
157,44003.54514,60416207185,133,7,124.66,27,116,2,145,145,11,82514,43.0048,-108.8964,1645,133,31460,158,1371819942,42.945526,-108.530901,0
158,44003.54514,4.04E+18,134,8,147.98,107,117,2,146,146,16,45415,39.8355,-84.2613,479994,134,25881,159,1371819955,39.990538,-83.772467,0
159,44003.54583,3.58E+15,2,1,12.32,25,25,1,28,28,19,72354,35.6069,-90.3359,2470,28,25117,160,1371819970,36.366507,-89.559427,0
160,44003.54583,4.12E+15,135,4,96.19,76,88,2,100,100,25,61530,40.7152,-89.2706,6713,94,16668,161,1371819991,41.264839,-89.537983,0
161,44003.54653,1.80E+14,136,6,74.93,64,42,2,147,147,6,92585,33.7467,-117.1721,54287,135,26564,162,1371820059,32.811948,-117.597983,0
162,44003.54653,4.91E+18,137,1,133.84,15,16,1,17,17,4,33040,24.6557,-81.3824,32891,17,31821,163,1371820059,24.630585,-80.806677,0
163,44003.54653,4.67E+15,138,0,68.79,56,117,1,148,148,42,46702,40.8618,-85.6067,2304,136,20295,164,1371820065,40.754358,-84.74907,0
164,44003.54653,6.01E+15,139,9,118.21,73,47,2,93,93,39,23937,36.9688,-78.5615,1970,88,31292,165,1371820075,36.46674,-78.785534,0
165,44003.54722,3.58E+15,140,4,64.36,108,118,2,149,149,40,83869,47.9657,-116.868,4161,95,20983,166,1371820105,47.57809,-117.293211,0
166,44003.54722,4.10E+15,88,7,16.02,32,119,1,150,150,39,22968,38.2586,-78.4074,9815,82,27582,167,1371820121,38.897742,-79.366165,0
167,44003.54722,6.01E+15,100,9,1199.45,22,120,2,151,151,43,28405,34.2651,-77.867,186140,137,30355,168,1371820126,34.622777,-77.827863,0
168,44003.54722,4.48E+15,131,6,7.44,109,111,2,152,152,35,25106,38.8265,-82.1364,642,138,17044,169,1371820135,39.656974,-81.869361,0
169,44003.54792,3.05E+13,141,0,30.09,110,121,2,153,153,25,60963,40.3625,-87.6692,1807,139,27547,170,1371820156,40.875589,-87.326088,0
170,44003.54792,6.54E+15,142,9,28.94,17,19,2,20,20,8,16114,41.3851,-80.1752,606,20,35695,171,1371820179,41.990632,-79.263948,0
171,44003.54861,4.74E+18,143,4,185.27,111,96,2,154,154,3,12910,44.8816,-73.6408,2148,140,19502,172,1371820211,44.94133,-72.776396,0
172,44003.54861,2.30E+15,144,9,4.74,49,55,2,59,59,3,11217,40.6816,-73.9798,2504700,57,36404,173,1371820212,41.054447,-73.397034,0
173,44003.54861,4.86E+18,145,4,85.39,3,18,2,19,19,13,70774,30.2385,-90.8435,10076,19,28475,174,1371820251,30.294573,-91.095702,0
174,44003.54931,2.36E+15,28,0,8.04,112,122,1,155,155,22,21090,39.2092,-76.6681,9784,141,9070,175,1371820318,38.822123,-76.630036,0
175,44003.55,2.29E+15,146,2,3.27,113,53,1,156,156,23,39439,31.882,-88.9981,4573,142,32188,176,1371820323,30.913891,-89.899434,0
176,44003.55,4.81E+18,143,4,95.67,77,56,2,101,101,26,64874,36.7651,-94.0492,760,95,31290,177,1371820362,37.587316,-93.356223,0
177,44003.55069,4.29E+15,129,7,69.86,71,80,2,89,89,1,29809,33.413,-81.69,2206,84,31777,178,1371820393,34.071619,-81.220208,0
178,44003.55139,3.70E+14,145,4,38.88,21,96,1,157,157,13,70466,30.5668,-90.482,8512,143,18874,179,1371820477,29.903396,-90.938375,0
179,44003.55208,2.30E+15,147,1,30.13,49,55,2,59,59,3,11217,40.6816,-73.9798,2504700,57,36404,180,1371820508,39.757225,-74.168759,0
